id,tweet,target
159,بشری پیرنی کہاں گئی جس کو بنی گالہ کے کتوں کے آنسو تو نظر آتے ہیں ہیں مگر لاکھوں مظلوم کشمیریوں کے آنسو اور خون نہیں ,0
925, ممتاز  اے اپنی ماں دی پھودی چ دے جا کے,1
3037, اس کو کس مادرچود حرامی نے پاکستان بلوایا اس کی گ میں ڈنڈا ڈال کر اس بھی میکاسنگھ کے ساتھ انڈیا بھیج دو  ,1
324,کرنٹ اکاؤنٹ خسارہ میں کمی بڑی کامیابی ہے، وزیراعظم  ,0
3025, تیرے جیسے کنجروں کا خاتمہ ہونے والا ہے پاکستان سے انشاءلله ,0
213,یہ گانڈو خود کو سندھی بولتا ھے مگر فخر بلوچ ھونے پر کرتا ھے اور خود کا بلوچست… ,1
1221,کاش اج وہ زندہ ہوتا ,0
301,اب موچھیں کاٹ کے پچھواڑا پھاڑ کے بھیجیں گے ,1
801,جانی میں طوفانی بارش نے تباہی مچا دی ، سینکڑوں مکانات کو نقصان ، سیلابی ریلے سے عوام محصور  ,0
1716,محترم جناب اگر آپ انکل باجرہ کی ایکسٹینشن پر ٹیوٹ نہ کرتے تو کوئی قیامت نہیں آگئی تھی،آپ اپنے نظریات پر پہرہ دیں ,0
270, کمینی منہ بند رکھ اپنا ,1
1595,سچ اور حق بولنے اور لکھنے والا نڈر انسان بیوروچیف ٹرائیبل ٹائمز اور ڈسٹرک ویسٹ بلدیہ ٹاون کراچی میںشہید    ,0
1263, تمہاری تو اوقات ہی نہیں مادر چود فوج کو سامنے لا کر like لیتا ھے خنزیر کی اولاد جتنا یہ ملک تمہارا ھے ,1
980,نہیں میری جان ایسی کوئی بات نہیں ہے۔ بس مزاق کرتے ہیں۔ تیری ماں میری ماں ہے۔,0
0, بھگوڑی لیگ پر پورے کشمیروں کی لعنت ,1
1603, بکواس کے علاوہ بھی کچھ بھیج سکتا ہے؟ ,0
2221, چھوڑ کر غلط کر رہے ہیں برگہ کشتہ روز ِاول پہلے ہی دن طبیعت صاف کر دینی چاہئیے  ,0
2589,ایسے لعنتییوں کو سیاست میں نہ لیکر آتے اسٹیبلشمنٹ اور بار بار ہر کیسیس پر اور ہر کالے کرتوتوں پر نہ بچاتے,1
3345, بہن چود قومی اثاثے برباد کر رھا ھے ,1
2688, خبیث انسان اس موقع پر تو اپنی سیاست چمکانے میں لگا ہوا ہے حرامی کی نسل کچھ شرم نہیں تم لوگوں میں  ,1
2178, تیری بہن کو چود رہا ہوں ابھی پھر تیرے ابے کی گانڈ مار کے تیری ماں کو چودوں گا  ,1
965, یار افغانیوں کی ماں بہن کی چدائی کرنے کا بہت مزہ آتا ہے بہت سفید ہوتی ہیں,0
3300, پتہ نہیں کسے ڈرا رہے ہیں انڈیا کو یا اپنے ملک کو ایسے غلیظ بیان انڈیا کو دینے والے کتے کو حکومت کیوں نہیں پکڑتے ,1
1033,پاک فوج کا لائن آف کنٹرول پر بھارتی اشتعال انگیزی کا منہ توڑ جواب پاک فوج کی کارروائی میں افسر سمیت بھارتی فوجی ہلاک، آئی ایس پی آر ,0
2553,خدا وہ وقت نہ لائے کہ سوگوار ہو تو ,0
3087, تم اتنے کسی کنجری ماں کے بچے ہو۔ گشتی ماں بچے۔ بہن چود دلے۔ جا کے انڈیا کی جھولی میں بیٹھ جا۔ تیری ماں ل۔۔۔ کتے کے بچے  ,1
3497, ایسے نہیں ایسے سن زراہ غور سے حرامی ,1
1478, او دلے کسی گشتی کی حرامی نسل تیرا بھونکنا بند نہیں ہوگا لیکن کسی دن اس کی طرح عوام کے ہتھے آیا تو مر جاۓ گا ,0
4,عبدالقدیر خان نے کہا کارگل جنگ میں ہم دہلی صرف منٹ میں ایک بٹن کی کلک سے تباہ کرسکتے تھے۔۔یہ تو ہے… ,0
1268,لکھتے ریے مجھے تو تمہارے حلال زادے ہونے پر شک ہے ,1
2413, کارتک کی اچھی خاصی طبیعت صاف ہو چکی ہے کمنٹس میں لہذا میں کچھ نہیں کہوںگا  ,0
630,بریکنگ نیوز نیب کو اچانک شاندار کامیابی مل گئی ، زرداری اینڈ کمپنی کی کمر توڑ کر رکھ دینے والی خبر ,0
644, پاگل تم ہو گی زرا منہ سنبھال کر بات کرو  ,0
893, کسی بدکردار ماں باپ کے بچے نیازی کی واشل بکواس بند کرو ,1
2003, کیا گدھا راگنی شروع کی ہوئی ہے آپ سب گدھا خوروں نے، گدھی کے بچو,1
2076, یہ بہت بکواس کرنے لگ گئے ہیں اپنی باری ان کو لال مرچیں لڑتی ہیں گائے کا پیشاپ پینے والی گندی قوم,1
2616,ہم کشمیری اللہؐ کا لاکھ لاکھ شکر اداکرتے ہیں ان ضمیر فروشوں سے ہماری اور پاکستانیوں کی جان چھوٹی ,0
1222,علماء کرام آقا علیہ السلام کے وارث ہیں ان کتوں کی کیا حثیت ہے جو علماء کرام کے بارے میں بکواس کر رہے ہ… ,0
867,کسے ٹیکسی دے ,1
3434,لاوارث گٹر کی پیداوار ,1
812,دنیا کا بہترین ہتھیار ایمانداری دنیا کی سب سے تیز تلوار بھی دیانتداری  ,0
1194, او کتے کی بچی حرام خور پاکستان کے جھنڈے کو ناپاک مت کر کتی ,1
3016,کتے کو وہ کبھی شیر  نہیں کہتے کتا ہی کہتے ہیں ,1
1271,اب وہ حضرات جو مسلم اُمّہ کے سُحانے خواب دیکھتے رہتے ہیں، جاگ جائیں۔ یہ ایک طمانچہ ہے پوری اُمت کے منہ پر۔ ,0
2459,میٹرو پشاور پر کام اور ن لیگی میڈیا ٹیم کے پھڈے تا قیامت جاری رہیں گے۔  ,0
378, بہن چود کنجر بیغیرت بیغیرت بہن چود کنجر بیغیرت بیغیرت بہن چود کنجر بیغیرت بیغیرت بہن چود کنجر بیغیرت,1
2289, اور جس طرح سے تم بیغیرتوں نے عوام کو بے دردی سے لُوٹا ہے اس سے تم لوگوں کا حرامی پن نظر آتا ہے ,1
1817, مادرچود نیب کی گاڑی کے آگے لیٹا کیوں نہیں تو  ,1
1386,ایک منٹ میں سوات سے ہوں اور دوسرے منٹ میں وزیرستانی بن گئے۔ کچھ شرم کرو,0
2950,حرام خوروں سے ایسے دلال بہتر ہیں,1
3421,کشمیر بنےگا پاکستان ۔۔۔۔۔ یارب العزت پاکستان کی شہ رگ کشمیر کو جلدازجلد بھارت کی قابض افواج سے آزادی نصیب فرماء آمی… ,0
2295, نکل بھوسڑی کے مادرچود گانڈو ,0
314,اور تمہارے جیسے کتوں کی بوری یہی ادارے ہیں جن کی وجہ سے انہیں پر بھونک کر بھی عوام سے بچے رہتے ہو۔  ,1
446, تو اپنی بکواس بند رکھ بےغیرت انسان ,1
2821,حاجی جامل حالتی انتقال کرگئے نماز جنازہ گیارہ بجے نڑیل پیر قبرستان میں ادا کی جائےگی  ,0
3371, ایک تو یہ بھی تیرا ٹھوکو تھا ویسے گانڈ مرواتے مرواتے تع دلال بھی بن گیا اور پھر مشہور زمانہ گانڈو دل,1
518,یہی ان بےغیرتوں کی پہچان ہے ,1
3267,دوستو یہ رنڈی اس قابل نہیں کہ اسکے بکواس سنو,1
3009, اب اس قوم کا اللہ ہی حافظ ہے بلاتحقیق اپنے وزیر خارجہ پر ایک خبیث انسان کے کہنے پر دشنام طرازی کر رہے ہیں,1
2893, سر اب جوابي كارواي نهى انكو سبق سكها دينا ,1
2036, ان بیغیرتوں کی حکومت بہنوں اور بیٹیوں کو جیل نہیں بھیجتی، یہ سیدھا منہ پر گولی مارتے ہیں ,0
1907, یہ تمھارے ماں کی کوس ہورہاہے بہن چود یہ چور ہے چور کو چایئے دن میں سزا ہو یا رات میں سر کٹ جائے یا ہات,1
1999,ہولناک خبریں پڑھ کر گھنٹوں اداس رہتی ہوں پاکستانیوں حیا کرو یار ایک معصوم سے بچے کی جان لے لی مرے نہیں تم؟  ,0
3404, مادرچود کیا الگ گیراج میں لے جا کے گرفتار کرتے۔ کھوتی کے بچو اب پرانی عادتیں بھول جاؤ  ,1
149,خاموشی اختیار کرلیتا تھا وہ مسلمان ضیاء کی موت پر جشن منارہے  ,0
2312,پاکستان کو اپنی نظریاتی سرحدوں پہ کام کرنے کی اشد ضرورت ہے,0
2304,یا اللہ پاک بیشک ھم بہت گناہگار سیاہکار ھے ,0
1320,دیکھیں حامد ماضی میں ایکسٹنشنز کے بارے میں جو کچھ میں نے کہا وہ نری بکواس تھی۔۔۔ ,0
2601, اوئے مریم کے گمشدہ کتورے ،اوہ بیغیرتوں کا اک پورا میگزین، شکل دیکھ اپنی آئینے ,0
58,یہ سب نہیں کر سکتے توآپکا اخلاقی فرض ہے اپنی بکواس بند رکھے اور فوج کے خلاف بات مت کریں ,0
258,گھٹیا الزام لگائے تمہاری ماں,1
3265,گا ئے کا بیشاب پینے والے کتے ,1
3496,آپکے لاکھوں فوجی کشمیر میں لوگوں کو مارے وہ صحیح اور ھمارے کچھ جانبازوں سے آپکی چیخیں نکل گئ۔ ,0
2804, ان قاتل کنجروں کا ایک ہی حل سب کو اکٹھے باندھ کر کراچی سے بیس میل دور سمندر میں پھینک دو ,0
1470,تم اس کتیا کے بچے ہو جو دن رات ہیرا منڈی میں گزارتی ہے کیسی گشتی کے بچے,1
97,ضلع باجوڑ سے تعلق رکھنے والے نوجوان ناران کاغان سیر کیلئے جارہے تھے راستے میں کار حادثے کا شکار…  ,0
3111, حضرت داتا گنج بخش رحمتہ اللہ علیہ کا فرمان ہے عاجزی کے تکبر سے بچو، کیونکہ یہ نفس کا فریب ہے] ,0
700,سپریم کورٹ کے منہ پر طمانچہ اسے کہتے ہیں کہ ایک نااہل شخص ڈی فیکٹو وزیراعظم کے فرائض سر انجام دے رہا ہے  ,0
1880,سال پہلے جب یہ اٹالین گورنمنٹ بنی تھی میں نے کوئ باجوہ غفور نہیں دیکھا تھا جو لکھتا ,0
3190,سیالکوٹ جوتوں کا سیزن چل پڑا ہے اس سلسلے میں ,0
406,اوئے کھوتی کے بچے تجھے کشمیر میں بسنے والی ہماری مائیں بہنیں نظر نہیں آتیں,1
1381,ہمارا شہر لوٹ رہا ہے کراچی بلاول زرداری بغیرت انسان اب تیری غیرت کہا ہیں کنجر انسان حرام خور کی گندی اولاد  ,1
156, لعنت اس کتے کے شکل پر ,1
2645,مودی کشمیر میں مسلمانوں کا قتل عام کر رہا ہے جیسا کہ دوسری جنگ عظیم میں ہٹلر اور مسولینی نے یہودیوں کا قتل عام کیا,0
718, ان بےغیرتوں کو کسی بل میں گھس جانا چاہیے  شرم سے ڈوب مرنے کا مقام ہے بیغیرتوں کے لئے,1
1898, پائن تسی منہ ذرا بند کرو میں اس کی طبیعت صاف کرتا ہوں  ,0
2325, ان کی طبیعت صاف کر دونگا حرامیوں کی  ,1
2447,مودی بھڑوا کتے اور حرامی جب بھی کشمیر میں ظلم کرے گا تیری بھارت ماتا کو تباہ کریں گے  ,1
2207, یہ بیٹی بیچ ہے مادرچود  ,1
1101, نہ صرف تربیت کا پتہ چلتا ہے بلکہ تخم کا بھی پتہ چلتا ہے  ,0
443,یار یہ انڈین کیا چاہتے ہیں۔۔؟ اپنی کی بہن کو عزت سمجهتے هيں اور کشمیر میں دوسروں کی بہنوں کی عزت لوٹ رہے ہیں۔ ,0
2982,حالیہ بارشوں میں کراچی کے حالات دیکھ کر لگتا ہے کہ سارے حرام خور ڈھٹائی کی چادر اوڑھ کر بے غیرتی کی نیند سو رہے ہیں ,0
3448, اوئے گانڈو کے جھریوں والے لوڑے، تو پہلے لکھنا سیکھ لے مادرچود، جُگت بعد میں ,1
900,سور کی اولاد حرامی کتے دلے کمینے ذلیل لاشوں پر بھی سیاست کرتے ہوئے شرم نہیں آتی ,1
621,عالمی عدالت انصاف نے بلوچستان میں کلبھوشن کی گرفتاری پر بھارت کو مجرم قرار دیا ,0
1714, اسکی شیخ رشید نے گانڈ ماری ہوگی ,1
706,تم نے صحیح کہا مہاجروں کے کراچی میں نمک حرام غیر مہاجر بھی شامل ہوگئے ہیں  ,0
438, تم کنجر لوگوں کا کام ہے بھونکنا کاٹنے کی ہمت نہیں ہے تم کنجروں میں  ,0
1419,کنجروں اور رنڈیوں,1
282, بلاول کے خاندان کے کسی بھی فرد نے تیری بہن نہیں چودی بس یہ غلطی ہو گئی  ,1
703,حامد میر خبیث کو الٹا لٹکانا چاہیے ,1
3168,اس کنجھر خسرے کی سر عام روڈ پر گانڈ ماری چاہیے۔ بیغیرت باپ کا بیغیرت بیٹا بے غیرت ہوگا تیرا باب  ,0
347,شرم کرو اتنی ہمدردی ہے انڈیا کی ,0
3282, گھٹیا لعنتی بندہ  ,1
2276, جو ڈنڈا تیری امی کو قطری نے دیا تھا اسکے بارے میں کیا خیال ہے مادرچود کتی نسل کے ,1
91, اور خان کی حکومت میں پاکستان کان شا چاند پر پہنچ گیا ہے۔ لوگ مہنگائی ست زندہ درگور ہو رہے ہیں۔  ,0
3239,تمہاری طبیعت صاف کرتی ہوں تیرے بچوں کا خیال نہ ہوتا تو کب کی تمہیں دفع دور کر چکی ہوتی  ,0
591, ہاہا فکر نا کر جانی بولے تو کتی چیز ہوں ,1
3067,یہاں تو سب یکجہتی کے لیے اکٹھے ہوۓ  ,1
787, گندگی کی پیداوار سے بدبو کی ہی امید رکھی جا سکتی ہے۔  ,1
592, گرین پاسپورٹ عبرت کا نشان بن گیا میکسیکو اور برازیل کی سیر کے لئے جانے والی پاکستانی خاتون ,0
2974, انڈیا ھر بار لاھور مانگتا ھے حالانکہ بہن انہوں نے سیالکوٹ میں دی ھوئی ھے ,1
356,دنیا کے زلیل ترین خبیث انسان تب انیل مسرت کے انڈیا کی ایسی حرکت کرنے کی جرت نہیں تھی,1
3201,ھمارے تمام پاپوش اینکرز مبارکباد کے مستحق ہیں ان کےپیروڈی ٹائپ تبصروں نے وہ کام کر دکھایا ہے جو اجتک نہ فوج کرسکی… ,0
773, چوتیے تو تم ہو کسی کنجر کی نسل ، مادرچود بیچا تو تمہارے چور گنجے نے کشمیر کو  ,1
1680,ناندیڑ ٹریکٹرحادثہ کاشکار‘ڈارئیورسید قاسم سمیت دوافراد ہلاک ,0
3089, رنڈی کے بچے یہ تیرا اور تیرے لندن والوں کا کام ہے تیری گانڈ ماری ہے,0
291,اس کھسرا اینڈ کمپنی کو بندہ بیچ چوراہے پہ کھڑا کر کہ گولی مار دے بیڑا غرق کر کہ رکھ دیا ہے,1
2967,بھارت کی سفاکیت پر عرب ممالک کی خاموشی مسلمانوں کے منہ پر طمانچہ ہے  ,0
927,کونسے ووٹ کی عزت؟ محترمہ سارے پاکستان کو کھوتا کھانے والے پٹواری سمجھ رکھا ھے؟ ,0
2808, آپ کی بکواس کا ہمیں یقین نہیں ذرا دیکھیں آپ کے ابا جی کیا فرما رہے ہیں  ,0
683, پشتون قوم غیرت مند ہوتے ہیں انکے خون میں وفاداری ہوتی ہے یہ پشتون نہیں ہے اور اسکو انکے ساتھ ملانا منا…  ,0
3283, پاک فوج نے بھارتی چوکیوں کو نشانہ بنایا۔ ایک افسر سمیت ہندوستانی فوجی ہلاک ,0
1251,حرامی پن کی کوئی حد اس پر تبصرہ کیا کریں، خود ہی دیکھ لیں انڈیا کا حرامی پن اور پاکستانی دنیا میں اوقات  ,1
154,لعنت ہے تم لوگوں کی خاموش بندوقوں اور توپوں پر۔  ,1
2210, اوئے لونڈے کتے اپنی بکواس بند کرو حرامی ,1
234,حرام کی کمائی سے حرامی پیدا ہوتے ہے اس کی مثال بلاول نے اچھے سے قائم کی باپ کی گرفتاری پر,1
2384,کہاں ہے وہ بہن چود بےغیرت ہیجڑا,1
2231,دو ٹھگوں کی جوڑی ایک ہجڑہ ایک بھگوڑی ,1
3065,اقوام متحدہ میں بھارتی مستقل مندوب سید اکبرالدین تو جھوٹوں کا سردار نکلا  ,0
1667,کیسے کر لیتا ہے بہن چود کیسے,1
1990,انڈین کتوں کا بکواس کرنا سمجھ میں آتا ہے لیکن یہ پٹواری کیوں بھونک رہے ہیں؟؟؟؟ پٹواریوں اور لفافہ صح… ,0
789,کشیدگی میں کمی؟؟ کیا بکواس کر رہے ہو بھائی ,0
2775,ایک مظلوم ہی دوسرے مظلوم کا درد سمجھ سکتا ہے فلسطینی مسلمانوں کی کشمیری مسلمانوں کے حق میں ریلی  ,0
2712, یہ بھی ہو جائے گا۔ تُم اپنی چونچ بند رکھو,1
1247,لگتا ہے حرامی ہندووں تم اپنے باپ ٹیپو سلطان کو بھول چکے ہو جس کے آنے سے تمہاری ماوں کے بچے گر جایا کرتے تھے,1
3412,حضورؐ نے فرمایا جب بڑی جنگوں کا آغاز ہو گا تو اللہ تعالی عجمیوں سے ایک لشکر اٹھائے گا جو بہترہن سوار ہوں گے  ,0
2025,اپنی گند اٹھاؤ رنڈی کے بچے بہن چود بھڑوے,1
3082,اے دماغ سے پیدل ارسطو ,0
197,عمران سرکار کا ایک سالمعیشت تباہ قرضوں کے انبار دوستوں نے منہ موڑ لئے ,0
2086,قادیانی کافر مرتد لعنتی ,1
1827,کوئی بتائے گا کہ ہمارے قمر درد والے شیر نے بکنے والے سینیٹرز کو نشان عبرت بنانے کا جو اعلان کیا تھا اسکا کیا بنا ,0
1886,ظالم ہمیشہ صفحہ ہستی سے عبرت کا نشان بن کر مٹے ہیں، اور تاریخ ان پر تھو تھو کررہی ہے۔ انڈیا اور مودی کا اس ضمن بلند… ,0
164, ان کی طبیعت صاف کر دونگا حرامیوں کی  ,0
2704, بڑے ہی کسی کنجری کی اولاد ہو مادر چود اربوں کھا گئ ہے پھر بھی ترس ارہا ہے یورپ میں ہوتی تو اب تک پھانسی ہو جاتی ,1
1266,جج تو پھر بلیک میل ہو گیا  ,0
2362,یہ وہی حضرت نہیں جو پہلے لڑکیوں کا نام لے کر بکواس کرتے ہیں پھر رو رو کے پوچھتے ہیں۔۔ ,0
1481,بے غیرت سے بھی گندا لفظ ہے تو وہ ان کے لئے استعمال کریں ۔۔لعنت بے شمار ان کنجروں پر,1
2098, یہ بیغیرت ہیں اور ہمیشہ رہے گے لیکن انکو چُننے والے بھی برے بیغیرت ہیں,1
2825, مادرچود دے بچے   ,1
3059,جرنیل تمہاری طرح کے جاہل اور کم ظرف نہیں ہوتے۔ انہیں صورتحال کی سنگینی اور حالات کی نزاکت کا اندازہ ہوتا ہے۔  ,0
1468, لعنت اے ساڈھے تے بیغیرتوں اُٹھ جاؤ کی پاکستان دے مولوی وی مر گئے نے سب چور نے ,1
2450, گھٹیا انسان بکواس کر کے لوگوں کو کیوں گمراہ کرتے ھو ,1
2921, کون سےکشمیر کی آزادی جس کا سودا نیازی کتے نے امریکہ جا کر کیا ,1
2689, یہ بھگوڑی بھی ہمارے پیسوں پر حج کرنے گٸ تھی لعنت  ,1
2961,تیری نسل پر لعنت ھے انڈین ایجنٹ ملک حالت جنگ میں تجھے لسانیت کی مرچیں کاٹ رھی ھیں ,1
2456, پھر ان کنجروں کی بات کر,1
2244,کبھی سوچا تھا عمران خان مخالفین کا کیا حال کرے گا؟ ,0
1395,جوس پینے کے بعد خالی ﮈبے کا پٹاخہ نہ بجائیں بلکہ قینچی سے کاٹ لیں تو قطرے مزید جوس حاصل ہو سکتا ہے  ,0
1710,بہن چود حرامی وارث میر کے ناپاک نطفے تجھے چوری نظر نہیں آتی نوابشاہ کی رنڈی نظر آتی ہے۔  ,1
2504,پاک فوج کا ایل او سی پر بھارت کو کرارا جواب، افسر سمیت بھارتی فوجی ہلاک ,0
688,سالہ نمک حرام نمک حرام گینڈے ٹویٹر نظر ڈالو پاکستانيوں نے تمہارا منہ کالا کردیا ہوا ہے  ,0
1402,جس کو اپنی ماں کی ننگی تصاویر دیکھ کے غیرت نا آئی اس دلا نا کہوں تو کیا کہوں,1
2908,آج رات بھارتی چوکی تباہ ہونے والی ہے پاکستان کے شاہین سے ,0
1073, نکل بھوسڑی کے مادرچود گانڈو ,1
93, بیغرت برگیڈ بھگوڑی ,1
1168,کیسی نوکری ہے اس مادرچود کی عید کے دن بھی چھٹی نہیں ہے  ,1
1187, تیرا ابا خان تو بک گیا بیغیرتوں تم لوگ بہنوں کے سودے کرنے والے ہو کنجروں ,0
3423,یہ حالت ہو گئی ہے ان کنجروں کی کہ عید نماز بھی اپنے گھر میں ہی پڑھ رہا ہے,1
1705,غزنی اور وردک میں فضائی حملوں اور تصادم کے دوران طالبان عسکریت پسندوں کو بھاری جانی نقصان اٹھانا پڑا۔  ,0
1337, اس کی ماں کو رنڈی باپ کو حرامی اسکو ہیجڑا بے شرم بے حیاء بے غیرت نہ کہیں تو اور کیا کہیں؟ ,1
302,بکواس ھے بکواس ہے یہ سب ,0
1066,بہن چود ہر جگہ پر اپنے غلامی کا ثبوت دیتے ہوں,1
873, تیرا ابا خان تو بک گیا بیغیرتوں تم لوگ بہنوں کے سودے کرنے والے ہو کنجروں ,1
1851, اوئے کھسرے آنا واپس پاکستان بے غیرت تو مرد نئ کھسرا ھے سالے ہجڑے ,1
345, نسلی کتے کھسری کے بچے ,1
1121,عمران سرکار کا ایک سال مکمل ہو گیا ہے او… ,0
2566,ڈھٹائی بے غیرتی کی تمام حد پار کرلی ان کنجروں نے,1
1986, یے تم جیسے کنجروں کی وجا سے ھے اگر کشمیر کاسودا انریکا مے ن کرتے ابھی مودی گانڈ مارے گا  ,1
3207,خبردار اگر کسی نے آزاد کشمیر کی طرف دیکھا تو خون پی جاوں گی  ,0
1069,ایسی قوم جس کے پاس اب ندامت بھی نہیں ہے بیان بازیاں مزمتیں اور بس مرثیے  ,0
488,تیرے ناجائز سسر بھڑوے ڈالر نے یہ بکواس کیے تھے ارب ڈالر آئیں گے اگر باہر والا پیسہ پاکستان واپس لے آئیں۔ اس بیغ… ,0
2256,افسوس ناک واقعہ ہے سیاست دان نہیں یہ سلیکٹڈ کے کام ہیں  ,0
2677, اوئے مریم کے گمشدہ کتورے ،اوہ بیغیرتوں کا اک پورا میگزین، شکل دیکھ اپنی آئینے,1
2463,نیازی نے جیل میں مریم کی عزت لوٹ لی  پٹواریو اب یہ بیانیہ چلاؤ کشمیر والا تو وڑ گیا ,0
2538,پاکستان کے جوہری ہتھیار اور مزائل پروگرام نے بھارت کو کس قدر خوف میں مبتلا کر رکھا ہے اس رپورٹ میں سنیں  ,0
3276, تیری ماں دا ٹھوکو خان کُتی ماں دا بچہ ویچ آیا ای کشمیر مادرچودو غدارو تم لوگوں گی گانڈ میں ایسا ڈنڈا,1
1348, اب تیری گانڈ مارنے کا ٹائم آنے والا ہے تھوڑا انتظار کرو کنجروں کی ترجمانی کرنے والی گشتی ,0
3055,وطن فروش,1
2391,اگر سندھ حکومت کو ٹیکس نا دیں تو کیا وسیم اختر کو دیں ؟؟؟ جھوٹ بولتے ہیں یہ، حرام کھاتے ہیں ,0
2329,لٹکاؤ اس مادرچود کو ,1
989,عجیب گندی عورت ہو تم بے شرم عورت اس میں عمران خان کا قصور کہاں,1
2964, بے شرم اسی بکواس کی کمائی کھاتے ہیں سانحہ ساہیوال اس کے باپ کے دور میں ہوا تھا؟ ,0
1634,بے گناہ زندانوں میں قید اسیران جہموریت کو عید مبارک اللہ پاک بے گناہوں کو قید کرنے والو کو نشان عبرت بنادے,0
2900,اوئے دلیا اوئے کتیا اوئے خنزیرا اوئے سئورا او تیری ماں نوں لن ,1
2016, قادیانی دنیا کا بدترين کافر ہے اور قادیانیوں کو کافر نہ ماننے والے بھی کافر ہے  ,0
3257,اج ایک مرتبہ پہر کوٸٹہ کے نواحی کچلاک میں نماز جمعہ کے دوران بم بلاسٹ ہوا ,0
775, اور بھائی یہ ملک تو بنا ہی فوج کےلیے ہے ان جرنیلوں کے اگر عوام عللے تللے دیکھ لے تو ان کو…  ,0
1686,ایک کہانی ہے کہتے ہے کہ ایک کسان سے کتا روٹی بھگا کے لے گیا کسان کتے کے پیچھے خوب بھاگا جب تھک کیا تو بیٹ کر کہنے…  ,0
730, جو دھندے تم سندھی بھڑوے کرتے ھو وہی بیان کر رھے ھو گانڈو  ,1
139,سندھ کے عوام کو لوٹنے والے عبرت کا نشان بننے کے قریب۔ جعلی اکاؤنٹس کیس کے مرکزی کردار دبئی کے شہر ناصر عبداللہ لوتھ… ,0
1637,پھودی,1
3263,جس نبی کا سنتے آئے دُشمن کی موت پر بھی  ,0
2910,لن دی بکواس ھے ,1
1240, یہ کمینے انڈیا کو سبق سکھا رھے ہیں کرتوت دیکھو ان لعنتیوں کے ,1
1765,کنجری اپنے پیدا کرنے والےمہا کنجروں کے ساتھ  ,1
380, ہجڑے کو ہجڑا نہ کہوں تو کیا کہوں۔ حرام کی اولاد کو حرامی نہ کہوں تو کیا,1
2606,اور ان پر ظلم کرنے والوں کو عبرت کا نشان بنا دے ,0
